ClusterID,Coordinate_1,Coordinate_2,Coordinate_3,Coordinate_4,Coordinate_5,Coordinate_6,Coordinate_7,Coordinate_8,Coordinate_9,Coordinate_10
CLuster-5,-118.5621,19.8976,-92.6070,-159.0661,-192.6388,119.2745,24.8525,-17.2137,-302.1090,-150.8747
CLuster-5,-116.0145,16.4941,-94.8405,-164.9465,-199.5331,117.5042,25.1189,-13.7956,-307.2902,-160.8225
CLuster-5,-119.8820,17.1667,-93.3071,-159.9404,-201.3310,120.2725,17.1971,-14.1159,-306.4103,-161.3809
CLuster-5,-116.2058,16.8420,-87.6301,-159.6781,-201.0169,116.5393,15.0728,-15.5892,-303.1997,-160.4940
CLuster-5,-116.7057,21.2595,-88.2831,-164.2980,-197.9653,116.5677,23.3450,-19.7585,-307.6715,-153.7317
CLuster-5,-115.3125,14.9508,-90.5041,-164.2188,-201.6074,114.5788,15.6883,-20.2106,-304.7386,-163.9220
CLuster-5,-121.8967,15.2635,-87.6025,-159.1635,-196.6956,122.2782,23.4664,-13.3585,-305.8590,-156.4318
CLuster-5,-116.9050,16.8230,-90.7014,-163.1085,-200.5524,113.6926,21.5466,-12.8510,-304.6078,-159.4004
CLuster-5,-117.2489,15.7109,-89.5307,-160.5601,-200.4581,114.3166,18.2814,-13.1719,-302.5912,-159.6608
CLuster-5,-115.7325,17.1763,-90.7267,-162.9639,-196.9078,121.9608,20.9902,-20.2540,-305.7654,-161.6328
CLuster-5,-119.1300,17.9005,-85.8699,-162.3539,-199.1692,112.7049,23.7831,-13.2441,-303.7448,-154.1900
CLuster-5,-115.2642,15.2220,-87.9326,-161.7969,-200.1331,109.2790,19.9308,-14.0686,-300.6110,-154.5606
CLuster-5,-119.6944,17.7201,-91.8929,-162.8685,-197.2581,114.4052,26.6145,-11.6031,-302.3557,-153.8400
CLuster-5,-121.1197,18.2835,-91.1402,-164.7026,-198.1599,116.5555,28.2255,-11.5170,-307.9635,-155.0043
CLuster-5,-112.9693,18.1016,-92.7113,-163.7449,-198.7856,111.4037,21.5262,-17.2760,-300.6253,-156.6146
CLuster-5,-120.1178,14.9409,-95.4355,-165.0928,-195.1990,118.7420,32.0325,-10.6895,-306.4683,-156.3297
CLuster-5,-119.5751,13.3667,-93.1640,-163.7811,-193.4747,121.3549,28.1763,-17.6641,-304.4137,-156.4703
CLuster-5,-121.0658,9.8670,-89.2131,-163.4719,-198.4211,116.3155,24.4906,-13.4789,-309.9060,-158.4648
CLuster-5,-116.9084,13.9962,-85.3090,-164.6692,-196.2243,114.9661,26.5930,-15.8058,-303.9911,-156.5278
CLuster-5,-115.9044,14.8795,-89.9204,-162.8116,-200.4767,111.4105,17.6607,-17.6807,-304.7998,-158.7869
CLuster-5,-117.4730,18.3681,-87.1051,-162.0301,-199.1631,115.1554,22.1768,-14.2496,-301.3479,-156.5825
CLuster-5,-116.8955,10.6023,-90.9925,-163.5278,-198.1065,115.4836,23.1096,-14.9000,-304.8776,-160.9565
CLuster-5,-121.1567,17.9818,-88.6540,-162.0754,-196.9913,115.9503,24.0176,-15.5726,-304.1267,-153.9068
CLuster-5,-115.9843,18.4747,-90.4351,-160.3855,-199.3643,117.7370,18.6791,-16.3619,-300.9359,-157.8514
CLuster-5,-118.8291,21.7020,-91.8481,-161.9512,-199.6943,113.6740,24.7706,-9.6183,-302.5519,-152.9768
CLuster-5,-114.6346,14.1714,-87.9075,-159.0062,-196.5173,116.4944,21.0045,-16.6691,-302.6700,-155.6834
CLuster-5,-117.5754,17.8582,-93.8438,-160.0361,-196.7900,115.1349,24.8097,-12.3004,-302.5864,-153.0800
CLuster-5,-120.6628,15.3443,-88.8683,-160.3656,-196.4675,116.5645,22.1261,-14.7015,-304.5600,-155.2581
CLuster-5,-115.6736,23.1447,-91.8857,-160.4372,-199.2818,122.8674,21.2627,-16.2113,-305.6825,-159.0637
CLuster-5,-113.4606,18.5513,-89.0828,-163.3930,-198.5785,115.8196,21.7431,-16.2478,-304.0836,-159.5979
CLuster-5,-117.1219,13.8211,-85.2426,-159.8035,-190.7058,118.6605,25.7271,-17.6584,-299.1060,-153.4023
CLuster-5,-113.5004,14.5577,-87.5441,-159.6897,-196.2651,108.7249,20.4778,-15.9760,-298.4446,-152.7870
CLuster-5,-121.5687,18.9642,-93.3190,-162.2586,-198.0578,119.1017,24.7945,-14.2214,-307.4550,-154.9637
CLuster-5,-117.6913,15.0768,-84.8623,-164.7747,-195.6667,112.5305,26.6588,-17.9543,-302.9336,-153.0815
CLuster-5,-120.7348,12.2701,-89.3566,-158.8298,-196.3213,121.2816,26.0796,-10.8302,-305.9576,-155.4368
CLuster-5,-113.2404,18.7052,-91.6005,-165.1942,-197.2244,118.7080,19.5050,-25.0731,-306.4435,-161.2639
CLuster-5,-119.3399,12.9854,-86.5685,-162.4014,-197.9385,114.5158,21.6747,-17.2582,-305.4031,-156.0270
CLuster-5,-119.3653,14.8080,-87.6155,-162.4218,-196.4749,117.0672,21.8952,-18.1334,-305.2723,-155.9884
CLuster-5,-114.3569,14.2264,-85.8124,-163.2574,-194.5748,112.5411,22.2826,-20.2539,-301.7125,-156.0268
CLuster-5,-117.7445,17.6884,-91.6896,-160.5868,-194.6232,120.3067,19.3088,-22.6566,-301.3371,-158.2561
CLuster-5,-118.2240,18.2945,-89.8938,-165.0590,-199.3511,118.9088,19.6502,-20.4505,-305.6613,-161.8218
CLuster-5,-120.8216,12.8084,-87.7328,-163.4957,-203.7814,114.3864,20.7791,-9.8439,-309.4017,-162.0961
CLuster-5,-115.3086,13.1983,-87.9234,-163.9846,-198.3751,111.7665,26.2156,-11.6881,-304.1757,-155.0663
CLuster-5,-117.4109,17.8557,-89.8434,-162.5647,-198.4382,116.7677,21.2410,-16.7302,-301.3249,-157.1357
CLuster-5,-120.2981,12.7637,-89.3364,-160.0687,-198.6403,115.1059,21.0198,-9.9491,-301.4765,-158.8731
CLuster-5,-120.8535,14.9616,-91.3484,-162.7115,-197.2567,120.7893,24.1667,-16.4498,-307.1616,-157.9923
CLuster-5,-119.3632,12.1056,-89.3122,-165.1502,-201.8992,116.2593,21.2522,-13.4771,-312.5093,-163.9548
CLuster-5,-118.5256,12.9571,-92.0690,-163.1389,-198.2858,118.6341,26.8495,-13.2773,-308.9003,-158.0617
CLuster-5,-120.4814,15.8292,-93.3645,-163.9049,-198.7194,119.1735,23.8075,-13.6760,-306.9046,-160.4011
CLuster-5,-121.1845,14.6492,-87.9781,-163.7315,-197.8149,116.3140,26.1788,-13.4359,-308.6851,-154.7290
CLuster-5,-119.5342,16.8007,-89.6347,-158.2733,-197.9450,123.3518,22.6479,-11.3167,-304.7287,-159.6276
CLuster-5,-114.3162,18.9134,-88.8753,-164.8778,-198.1265,114.8320,23.1043,-17.1131,-302.0685,-158.1772
CLuster-5,-117.5299,18.6879,-90.6463,-164.8935,-196.7493,119.9063,23.9421,-18.3146,-307.9668,-161.5887
CLuster-5,-114.2900,16.5455,-90.6969,-164.7889,-196.4701,117.2418,24.2386,-22.3133,-305.5941,-156.4790
CLuster-5,-116.3818,12.9741,-87.6151,-165.0019,-196.9496,110.6401,25.3860,-13.9678,-303.3909,-154.6857
CLuster-5,-118.1491,9.8684,-91.1209,-165.5705,-193.3489,118.5240,30.8532,-15.0507,-306.9848,-159.5596
CLuster-5,-118.1695,21.7882,-92.2225,-158.9330,-202.2063,128.1701,17.5186,-14.1729,-305.6330,-164.2527
CLuster-5,-119.0282,12.3907,-89.5276,-163.4003,-196.1710,116.2087,24.2523,-15.7785,-303.6732,-157.6928
CLuster-5,-117.1216,15.0326,-90.9591,-161.7855,-199.3948,113.4952,18.5971,-18.8004,-306.2789,-157.5783
CLuster-5,-118.6406,16.5915,-90.4960,-162.7023,-200.0866,118.1962,18.5388,-18.5254,-308.2557,-161.1164
CLuster-5,-116.2763,15.0774,-91.7747,-160.5069,-196.1636,116.0175,20.0697,-18.1212,-300.2443,-157.4955
CLuster-5,-117.5275,19.5505,-87.6477,-161.9152,-196.0265,123.1641,19.7546,-21.8922,-305.1341,-158.8615
CLuster-5,-122.0768,19.4463,-90.2583,-159.1970,-197.3973,121.3163,22.8424,-13.0406,-305.0947,-155.1676
CLuster-5,-114.5224,22.9796,-87.1737,-163.0883,-200.1301,114.2578,18.6983,-19.8804,-302.9228,-156.8449
CLuster-5,-115.2111,17.9378,-87.9940,-164.7315,-198.1717,113.4726,22.8761,-17.3029,-303.4715,-155.8750
CLuster-5,-110.8389,19.0614,-91.8831,-161.9251,-196.1522,122.9734,19.5356,-22.1651,-302.3019,-163.1214
CLuster-5,-117.8007,16.1823,-86.4276,-165.0592,-198.1888,116.2621,23.9522,-15.8390,-306.3992,-157.8428
CLuster-5,-117.6897,20.3026,-93.1509,-159.6235,-195.7696,121.2060,20.7838,-19.8966,-303.3468,-156.2717
CLuster-5,-117.4814,17.8298,-94.2049,-164.2181,-193.7366,115.9884,30.8398,-12.7534,-302.6535,-152.9080
CLuster-5,-118.2186,10.4573,-88.6084,-164.2534,-197.1692,116.1304,23.5063,-15.1761,-306.6837,-160.9539
CLuster-5,-121.0504,10.5983,-87.5809,-162.1628,-197.1554,115.4374,28.3125,-7.2792,-305.5981,-156.3022
CLuster-5,-118.9464,13.6082,-89.4186,-160.1428,-189.8751,118.0676,28.7235,-14.8225,-299.6491,-153.0703
CLuster-5,-118.4442,12.6154,-86.0175,-162.7781,-198.9860,112.4771,25.8059,-9.0036,-304.8056,-156.2425
CLuster-5,-116.3384,13.0807,-90.1116,-165.1746,-198.4006,117.7866,22.8617,-16.6371,-306.6203,-162.6217
CLuster-5,-118.0675,14.0372,-89.8292,-161.9881,-204.5613,111.7061,14.1877,-14.7556,-307.1465,-160.8519
CLuster-5,-115.2682,22.2511,-92.0951,-159.1953,-198.9518,116.1552,22.6714,-11.7892,-300.5449,-153.1089
CLuster-5,-119.5028,14.6815,-88.5796,-158.9465,-195.8686,119.9467,19.6718,-15.1722,-301.4141,-159.3906
CLuster-5,-112.6708,22.0986,-83.1360,-163.5253,-197.7309,114.5890,20.3019,-19.6837,-302.2605,-155.2255
CLuster-5,-116.9237,14.0988,-88.9143,-163.7340,-191.0257,114.5265,32.3987,-14.4148,-300.5238,-149.5926
CLuster-5,-120.1172,16.7756,-94.1110,-159.5510,-197.3080,118.2783,23.3519,-10.6357,-302.3676,-156.8975
CLuster-5,-119.1923,18.5188,-93.6504,-162.1194,-195.8528,119.7709,25.8932,-15.0750,-304.3218,-154.6756
CLuster-5,-118.1377,17.7912,-88.2854,-162.0454,-200.0902,121.0564,20.3036,-16.0388,-306.5177,-161.3931
CLuster-5,-115.4238,15.7648,-85.6472,-166.7386,-199.3101,113.0595,22.0319,-18.3433,-305.8825,-159.9379
CLuster-5,-118.0031,21.0954,-92.6744,-161.2486,-199.1312,123.1224,20.8617,-16.7775,-305.2471,-158.0733
CLuster-5,-118.1035,13.9114,-91.5956,-163.7326,-199.2611,112.2281,20.9874,-14.8554,-305.2175,-160.4415
CLuster-5,-118.8895,18.0111,-90.0107,-161.2699,-197.9788,119.7049,22.2331,-16.4929,-304.9269,-156.4507
CLuster-5,-116.9866,11.3595,-87.2754,-162.0287,-199.3523,114.9869,18.8538,-15.0035,-304.4570,-161.8064
CLuster-5,-113.6336,17.2523,-92.6917,-160.1510,-194.4961,122.1812,20.2011,-21.6474,-300.7727,-158.0913
CLuster-5,-117.4433,16.8097,-92.0511,-163.9907,-197.4883,113.4160,24.1095,-14.7451,-303.9770,-156.2771
CLuster-5,-124.2609,16.2287,-94.7841,-159.3011,-196.5467,124.6059,25.5993,-12.1529,-308.4647,-157.8164
CLuster-5,-120.2736,17.2304,-88.1272,-161.5502,-197.7360,119.1093,24.9449,-13.1202,-305.6054,-155.0688
CLuster-5,-120.2718,15.3387,-87.6105,-160.6376,-201.7177,116.2920,20.2709,-12.1180,-307.2621,-157.4296
CLuster-5,-122.7339,18.2166,-94.1022,-165.1900,-201.3879,122.2837,23.8843,-15.4162,-311.8742,-160.3537
CLuster-5,-114.7890,13.0236,-84.9428,-164.1580,-200.5547,108.9801,18.8559,-18.2459,-305.5732,-157.9011
CLuster-5,-119.0822,17.7939,-87.6369,-158.4334,-201.2149,118.1678,14.1006,-16.9411,-304.6417,-158.6628
CLuster-5,-118.3714,18.5277,-88.1572,-159.3814,-196.9787,115.5742,20.9620,-15.9517,-300.9433,-152.7924
CLuster-5,-120.8956,13.1275,-85.5288,-162.2936,-200.7467,117.2530,20.8346,-14.7340,-309.2450,-158.7871
CLuster-5,-112.9710,17.3982,-85.9276,-163.5449,-198.2935,112.0089,20.3892,-19.2932,-302.4111,-157.4141
CLuster-5,-118.7669,15.5419,-92.4289,-162.1457,-195.0147,117.6020,27.7096,-11.8788,-301.0888,-155.3367
CLuster-5,-116.9682,19.9539,-86.4634,-159.8346,-195.3502,122.0641,24.3312,-17.0838,-300.4387,-155.1469
CLuster-5,-111.9008,14.1795,-91.0475,-164.0817,-195.3995,112.6635,21.1617,-20.1001,-299.2499,-160.7946
CLuster-5,-119.1739,15.0033,-92.5404,-158.7587,-200.3493,122.0423,17.8074,-14.5376,-304.9770,-161.8898
CLuster-5,-117.6802,19.5033,-88.8228,-161.9571,-197.4270,117.5021,22.2343,-17.3938,-304.0153,-155.3930
CLuster-5,-122.0427,20.6950,-93.0115,-160.7220,-194.3924,125.2647,25.5940,-16.3428,-307.4488,-155.6458
CLuster-5,-116.6122,14.4411,-86.6612,-162.5710,-203.6231,113.8877,20.0035,-13.7475,-306.9121,-159.0064
CLuster-5,-114.8388,16.9135,-88.3612,-162.9588,-197.7348,109.6948,20.1981,-15.5309,-300.5831,-156.8007
CLuster-5,-114.0640,17.4677,-84.1468,-163.9417,-197.1614,113.7428,23.0868,-15.9163,-302.0219,-157.9486
CLuster-5,-116.8903,15.7574,-92.5717,-161.9706,-195.0641,115.3926,29.7083,-12.8312,-305.7643,-151.3670
CLuster-5,-121.9833,15.6497,-90.2057,-161.9351,-200.6676,121.1486,23.7330,-10.3781,-308.4218,-160.3453
CLuster-5,-117.9975,16.3156,-92.8845,-159.0153,-199.1144,117.8451,19.3762,-14.7167,-303.5807,-155.7717
CLuster-5,-121.0540,11.5807,-91.0967,-161.8024,-198.4416,115.9133,19.2933,-16.7489,-305.9370,-160.7779
CLuster-5,-112.8276,14.9327,-85.1608,-164.2711,-202.0920,108.1617,16.8523,-17.6143,-302.3447,-159.4401
CLuster-5,-118.7183,22.1884,-87.3470,-162.9031,-198.0904,121.1145,19.5661,-20.9517,-305.1605,-159.3226
CLuster-5,-120.6568,15.3687,-93.9554,-159.0693,-195.9287,121.4484,23.7866,-15.1270,-305.0812,-155.6286
CLuster-5,-112.8470,15.7828,-89.6864,-165.3264,-196.9750,113.4883,24.3582,-15.2463,-302.7207,-159.2572
CLuster-5,-114.1935,21.6510,-92.1629,-161.1191,-194.9850,115.1318,20.8055,-20.3771,-298.7630,-154.9658
CLuster-5,-117.2382,20.7111,-91.5198,-161.6894,-198.4659,121.2677,19.1801,-18.8284,-302.6810,-160.7328
CLuster-5,-119.2038,15.3659,-90.6399,-160.2545,-197.3367,120.0014,21.5788,-14.7805,-303.0273,-160.5054
CLuster-5,-118.8591,17.3180,-91.9068,-158.7364,-193.4453,121.9090,23.7047,-17.4157,-302.9324,-155.8416
CLuster-5,-117.2298,18.1677,-95.4876,-163.0758,-198.8565,119.3027,24.0151,-13.8696,-304.7333,-160.4427
CLuster-5,-118.2238,12.5414,-89.5956,-166.5886,-200.7463,111.1674,25.4407,-13.4084,-310.6744,-158.1736
CLuster-5,-113.8418,11.7069,-89.0143,-164.7580,-197.2421,110.6550,22.6127,-17.7486,-303.3867,-158.4348
CLuster-5,-117.8434,17.5868,-91.2594,-160.5366,-199.4302,120.9404,21.1968,-14.1066,-304.7493,-160.9194
CLuster-5,-116.6423,13.2619,-88.6030,-161.5204,-194.1922,111.4741,26.6009,-13.1294,-301.4059,-152.6171
CLuster-5,-115.6640,22.1496,-92.1401,-161.1708,-197.2299,118.4153,23.0068,-16.0212,-300.8792,-155.6861
CLuster-5,-119.4144,17.7525,-92.3988,-161.6835,-197.5375,115.0645,25.4224,-12.0500,-303.3481,-152.2131
CLuster-5,-120.0320,13.3428,-86.3898,-163.0996,-195.6368,114.7654,24.3715,-16.9729,-304.4139,-154.9471
CLuster-5,-120.9877,17.2085,-87.0695,-158.0815,-200.9941,115.3657,21.9937,-6.6543,-301.8575,-152.8466
CLuster-5,-115.2680,14.4289,-86.5293,-163.0259,-199.8148,110.1926,17.5858,-18.2326,-303.3790,-157.0963
CLuster-5,-116.0229,16.1067,-88.7264,-162.9315,-195.7313,116.9276,27.5926,-13.3472,-302.7863,-155.8634
CLuster-5,-118.5372,20.1953,-93.2337,-161.4853,-198.8734,120.5786,22.6527,-13.7921,-306.3764,-159.5563
CLuster-5,-118.8336,20.8672,-92.0783,-159.6906,-203.6880,121.1462,15.6058,-14.4970,-309.4314,-162.5075
CLuster-5,-114.7720,15.2341,-88.3586,-161.7801,-193.8018,116.2911,25.9116,-17.4138,-299.2271,-155.4271
CLuster-5,-119.9455,13.4038,-89.8966,-163.1319,-193.8255,119.4137,26.9723,-17.5989,-307.4875,-155.3475
CLuster-5,-118.0549,17.2351,-92.3354,-161.1717,-195.0271,120.1400,25.4098,-14.8031,-303.0905,-155.2851
CLuster-5,-119.9269,14.1072,-86.6377,-163.6193,-192.2840,115.9396,30.3268,-15.1286,-305.1104,-151.9380
CLuster-5,-119.0981,15.5120,-90.4020,-164.7231,-194.0389,116.8991,28.7223,-16.1812,-306.3421,-154.6657
CLuster-5,-115.4639,12.6612,-86.3406,-163.2051,-194.2894,117.6607,23.2469,-20.5415,-304.6386,-158.9794
CLuster-5,-113.6130,12.3348,-86.5530,-166.1932,-195.2252,110.4533,26.7374,-17.7121,-302.6401,-155.4343
CLuster-5,-119.6238,15.5532,-90.3372,-161.9152,-195.3688,118.9604,27.1180,-14.0047,-305.4702,-155.5655
CLuster-5,-119.7935,10.1738,-90.7027,-163.6692,-193.2303,117.8336,29.4459,-15.7704,-306.5674,-156.6261
CLuster-5,-120.7227,15.3062,-91.4808,-162.5375,-195.7545,119.2741,26.1086,-13.5853,-305.7182,-158.1589
CLuster-5,-122.7627,19.5759,-89.1392,-162.8478,-198.7536,121.2874,27.1498,-9.6514,-308.4186,-156.4926
CLuster-5,-116.9606,13.1597,-87.6346,-160.9899,-197.8500,115.4981,22.9956,-14.2007,-303.4502,-156.0019
CLuster-5,-118.1091,11.7111,-89.7506,-165.9168,-191.1287,115.8314,33.9641,-15.5994,-306.5631,-152.9673
CLuster-5,-114.1927,17.4453,-94.1254,-163.5308,-197.8270,117.0703,22.0404,-17.0911,-303.0539,-158.7074
CLuster-5,-118.7365,10.7777,-87.7532,-163.2947,-199.5493,112.8702,21.5433,-14.2308,-303.7335,-158.7859
CLuster-5,-113.9495,18.5793,-91.6401,-163.9847,-193.8407,114.5010,28.5301,-15.5141,-300.4349,-153.4272
CLuster-5,-116.6136,11.5927,-85.1541,-164.4023,-195.2800,114.3244,25.8129,-17.0559,-304.9344,-157.2019
CLuster-5,-111.5274,20.3221,-93.3806,-161.5352,-192.4457,118.2337,23.7680,-20.5618,-298.7772,-153.7841
CLuster-5,-118.3747,17.4315,-88.0355,-159.8994,-194.3774,123.1746,25.7361,-16.4264,-304.3478,-154.8318
CLuster-5,-116.7346,21.8172,-89.0714,-162.2612,-198.7932,118.4969,21.7460,-18.2236,-304.4387,-156.5997
CLuster-5,-115.9189,14.4513,-89.0628,-167.9064,-194.4514,114.6313,30.3743,-16.5755,-304.1537,-156.0795
CLuster-5,-114.5020,18.6970,-91.4375,-162.2045,-202.4864,117.8232,17.4891,-14.9072,-306.1350,-162.4785
CLuster-5,-118.6512,16.6326,-88.6307,-163.2171,-200.4369,119.3374,17.1046,-18.0541,-306.7408,-163.9876
CLuster-5,-116.0396,11.5581,-91.5461,-167.1177,-197.5344,110.8000,25.6405,-14.4201,-306.5368,-160.3195
CLuster-5,-118.8036,13.4755,-91.5795,-163.3961,-196.2422,116.4567,28.2579,-12.2951,-306.1142,-155.5910
CLuster-5,-122.1957,19.6878,-92.1948,-163.9473,-198.5315,117.9087,26.8854,-14.1760,-308.0220,-153.5609
CLuster-5,-118.7633,17.4466,-87.3967,-162.4071,-198.1607,114.4610,21.9549,-15.6925,-304.8409,-155.6193
CLuster-5,-115.2140,18.0000,-92.2244,-162.5016,-196.4895,115.9684,22.3994,-16.9170,-300.9103,-158.3721
CLuster-5,-120.7064,15.1363,-87.3001,-158.5358,-198.4235,117.0597,22.0904,-11.7593,-302.6227,-154.0815
CLuster-5,-117.4202,19.8088,-90.3654,-163.4537,-193.3961,120.7613,27.1513,-17.1964,-303.5729,-155.9477
CLuster-5,-115.9286,18.0894,-85.3827,-162.3685,-197.5726,117.8668,25.2529,-15.5158,-304.8286,-155.0260
CLuster-5,-113.0288,16.0424,-87.2276,-165.3171,-198.2947,113.1678,20.2031,-21.5585,-303.1812,-157.9360
CLuster-5,-117.1644,20.0006,-87.2694,-158.4124,-200.9311,112.5860,16.9806,-14.8004,-299.7958,-154.8380
CLuster-5,-119.3835,7.6149,-87.2936,-163.3018,-195.9107,111.8192,25.5919,-12.5734,-305.2683,-156.3768
CLuster-5,-114.6387,18.0329,-88.7404,-163.8177,-195.0511,118.9451,23.0156,-20.8125,-300.5044,-158.0756
CLuster-5,-120.2283,17.0774,-85.8686,-160.2659,-198.0092,116.1464,23.9983,-12.5158,-304.6760,-152.6191
CLuster-5,-114.2961,15.7854,-89.0425,-165.5579,-197.7470,116.0614,20.3792,-23.3050,-305.0237,-161.8106
CLuster-5,-119.3359,13.8804,-89.5718,-162.2662,-197.9055,122.1254,19.4247,-19.2449,-309.0902,-162.9848
CLuster-5,-118.6103,16.8437,-88.0558,-159.6027,-204.2076,118.0202,17.7707,-9.8877,-306.1017,-160.9203
CLuster-5,-118.9659,14.6272,-87.8308,-166.3056,-196.5537,114.2742,28.9534,-13.7888,-306.3320,-156.1724
CLuster-5,-118.9414,13.6871,-86.6132,-164.2984,-197.9857,115.5879,26.3938,-12.9743,-307.5596,-157.6078
CLuster-5,-117.9552,15.9850,-96.2837,-163.8278,-198.3572,115.9987,23.9059,-15.1818,-305.2567,-158.6989
CLuster-5,-114.5355,13.8765,-89.7637,-163.5109,-192.8300,108.8144,28.9466,-12.6374,-297.9156,-151.7948
CLuster-5,-118.5426,11.0749,-84.6390,-159.4676,-195.8939,119.8814,22.6220,-16.4716,-304.2996,-156.3810
CLuster-5,-114.3984,19.5759,-88.3533,-162.4820,-198.8851,118.7827,19.4176,-18.6426,-302.8035,-160.2081
CLuster-5,-116.2770,15.0989,-87.8486,-157.7672,-202.5664,112.0129,14.6001,-12.7000,-300.2382,-157.8931
CLuster-5,-117.7988,20.8368,-93.6145,-160.6861,-205.7712,117.7611,13.8943,-16.0389,-306.4173,-162.1753
CLuster-5,-118.5562,15.3998,-87.8049,-163.9627,-199.0137,115.1813,24.9773,-14.6223,-306.8577,-157.8929
CLuster-5,-118.8940,14.4780,-91.2596,-162.5770,-198.6527,114.7520,22.4366,-12.6620,-305.0891,-158.3782
CLuster-5,-116.5379,17.2799,-93.1289,-160.7753,-195.7116,119.1800,25.1536,-14.3350,-303.8256,-157.7267
CLuster-5,-113.5143,11.2900,-87.4984,-164.6083,-196.5555,109.3285,23.2668,-17.7655,-303.1072,-155.0806
CLuster-5,-115.2601,20.7806,-89.5050,-162.2598,-197.8953,115.2110,20.5173,-16.7518,-300.6008,-156.4683
CLuster-5,-118.2507,14.0518,-86.9230,-159.8363,-195.3577,116.5741,24.2336,-12.6425,-303.5765,-154.8691
CLuster-5,-114.5892,17.9915,-87.2758,-163.3956,-200.9577,110.1752,14.5492,-21.0635,-301.7629,-158.8161
CLuster-5,-118.7446,16.9448,-94.9577,-160.0883,-195.0404,119.9908,27.9258,-10.0097,-301.2581,-155.7884
CLuster-5,-118.1741,19.0506,-96.1825,-161.9511,-198.2891,121.5321,23.4427,-14.5834,-307.0826,-158.9542
CLuster-5,-117.9095,19.8134,-88.9928,-161.7897,-197.2971,122.4705,21.5854,-18.4568,-306.1352,-159.7709
CLuster-5,-116.0936,17.2232,-90.3332,-165.3880,-199.0167,110.7399,22.5754,-15.7991,-304.1856,-157.0387
CLuster-5,-115.1871,17.8138,-86.3206,-163.1180,-196.3831,112.5013,23.6021,-16.1207,-300.6590,-153.7010
CLuster-5,-115.4247,14.5186,-90.0275,-165.6853,-201.5108,109.5618,21.6937,-13.7962,-306.5509,-159.6489
CLuster-5,-122.0898,14.1896,-92.8758,-160.2384,-197.5164,121.9389,21.8113,-14.3201,-307.2856,-159.4593
CLuster-5,-121.5133,14.8967,-86.2043,-160.6402,-197.6235,118.1723,26.0002,-9.0301,-305.0012,-155.5719
CLuster-5,-112.9598,17.2152,-94.4977,-167.9844,-200.2854,111.2736,23.3352,-16.9183,-304.3803,-161.4888
CLuster-5,-116.6855,17.3890,-91.8184,-163.0678,-195.2217,120.7210,23.5737,-19.0175,-303.5550,-158.0518
CLuster-5,-114.2842,21.2808,-95.0811,-160.4625,-195.5899,121.6895,22.5909,-16.3680,-299.9102,-157.3512
CLuster-5,-112.9196,13.9591,-85.2537,-162.5842,-197.6474,113.7952,20.6978,-17.0506,-300.7402,-160.5117
CLuster-5,-117.4975,15.7114,-96.1456,-166.2232,-197.2724,115.6864,26.1131,-16.1845,-304.2524,-159.0048
CLuster-5,-119.4723,17.5554,-95.9307,-160.1333,-196.7894,124.4785,20.2135,-18.4565,-303.9904,-160.5587
CLuster-5,-116.2096,20.4044,-89.2889,-164.7945,-194.4775,118.9836,27.2781,-19.2734,-303.2995,-155.1386
CLuster-5,-117.2575,12.8556,-88.9004,-164.4196,-200.6578,111.0682,23.0436,-11.4975,-305.7866,-160.0789
CLuster-5,-119.0783,13.9968,-90.7862,-161.2509,-198.7523,116.7534,20.4017,-15.7185,-305.2390,-158.4370
CLuster-5,-115.1958,14.3818,-89.7513,-164.2902,-196.5816,112.0472,27.0063,-12.9508,-301.8896,-154.0374
CLuster-5,-120.0803,17.0532,-92.3432,-161.9678,-195.5239,121.5286,22.7948,-17.4464,-304.1909,-159.9501
CLuster-5,-114.3591,21.0568,-88.3902,-165.7278,-200.6078,116.4372,18.1497,-20.6592,-304.1714,-162.2071
CLuster-5,-118.6841,16.5626,-91.6278,-160.6431,-195.6571,124.2963,22.5511,-18.2144,-304.8144,-159.0830
CLuster-5,-111.3609,20.0585,-89.0760,-163.3596,-198.4123,114.4061,20.1603,-17.5396,-302.1020,-160.9434
CLuster-5,-118.2316,14.2272,-85.0092,-161.7360,-197.1657,117.9086,21.5127,-17.7687,-306.1914,-158.8862
CLuster-5,-112.6656,14.2705,-87.8468,-166.4149,-199.4239,107.5992,23.1436,-16.8390,-303.6376,-156.0438
CLuster-5,-121.0714,14.2012,-86.5303,-159.1456,-200.0474,118.3642,19.4613,-13.9723,-306.5960,-156.2071
CLuster-5,-121.4307,15.8976,-90.9634,-160.7716,-194.1508,123.2644,27.6094,-12.3895,-305.7501,-156.4357
CLuster-5,-119.9203,17.1021,-87.5349,-159.5348,-197.2272,119.3221,22.7695,-14.2809,-304.2803,-154.9097
CLuster-5,-119.4734,14.3164,-83.3125,-161.5117,-198.0505,114.7145,21.3703,-16.3720,-304.2028,-154.2333
CLuster-5,-115.1533,13.3894,-90.5722,-162.6259,-201.6476,112.5867,19.6974,-14.3568,-305.6958,-158.7572
CLuster-5,-120.1308,19.5132,-86.9539,-160.5110,-199.9203,120.9038,19.1703,-14.9413,-305.5051,-159.2855
CLuster-5,-121.6602,14.6542,-92.6495,-159.5109,-196.9186,120.0147,24.4603,-12.6811,-304.9446,-154.4359
